invoice_number,vendor,invoice_date,total_amount,currency,total_amount_usd,source_file,flag_failed,flag_line_total_mismatch,line_items
INV-2026-39704,Hooli Inc,2025-11-05,6496.36,USD,6496.36,44.pdf,False,,"[{'description': 'Cloud Hosting', 'amount': 334.96}, {'description': 'Freight and Shipping', 'amount': 6161.4}]"
INV-52642,Umbrella Corporation Inc,,0.0,,0.0,440.pdf,True,,[]
INV.000001,Wonka Industries,2025-02-03,17728.35,INR,212.7402,441.pdf,False,True,"[{'description': 'System Installation', 'amount': 656.6}, {'description': 'Onsite Training', 'amount': 6099.36}, {'description': 'Quarterly Maintenance', 'amount': 206.59}, {'description': 'Quarterly Maintenance', 'amount': 1477.72}, {'description': 'Design Work', 'amount': 494.25}]"
INV-8594,Black Mesa Supplies,2025-05-17,12546.84,INR,150.56208,442.pdf,False,True,"[{'description': 'License Renewal', 'amount': 4165.14}, {'description': 'Design Work', 'amount': 7535.16}, {'description': 'Consulting Hours', 'amount': 806.54}]"
INV-6549,Massive Dynamic,2026-05-17,19182.96,INR,230.19552,443.pdf,False,True,"[{'description': 'Quarterly Maintenance', 'amount': 6719.12}, {'description': 'Onsite Training', 'amount': 978.24}, {'description': 'Premium Support Plan', 'amount': 2647.2}, {'description': 'Annual Software License', 'amount': 7417.44}]"
INV-10825,Nakatomi Trading,06.09.2026,7489.74,GBP,9511.9698,445.pdf,False,True,"[{'description': 'System Installation', 'amount': 4145.8}, {'description': 'Data Subscription', 'amount': 1536.84}, {'description': 'Spare Parts', 'amount': 664.6}, {'description': 'Total', 'amount': 6347.24}]"
INV.13899,Wonka Industries,26.12.2026,2.04855,EUR,2.2124340000000005,449.pdf,False,True,"[{'description': 'Server Hardware', 'amount': 2.04855}, {'description': 'License Renewal', 'amount': 1.40074}]"
INV.89771/INV.,Umbrella Corporation Inc,2026-03-18,7475.8,USD,7475.8,451.pdf,False,True,"[{'description': 'Freight and Shipping', 'amount': 3177.58}, {'description': 'Annual Software License', 'amount': 3147.25}, {'description': 'Subtotal', 'amount': 6324.83}, {'description': 'Tax', 'amount': 1138.47}, {'description': 'Shipping', 'amount': 12.5}, {'description': '$7,475.80', 'amount': 7475.8}]"
INV. 58962/INV.,Wayne Enterprises Ltd,2025-12-21,4645.15,GBP,5899.340499999999,452.pdf,False,,"[{'description': 'Data Subscription', 'amount': 270.64}, {'description': 'Design Work', 'amount': 3372.48}, {'description': 'Design Work', 'amount': 1002.03}]"
INV-63718,Acme Corp,2026-01-28,19767.93,EUR,21349.364400000002,457.pdf,False,,"[{'description': 'Onsite training', 'amount': 4778.82}, {'description': 'Freight and shipping', 'amount': 5076.48}, {'description': 'Spare parts', 'amount': 816.87}, {'description': 'Spare parts', 'amount': 9095.76}]"
INV-93175,Soylent Corp,10.11.2025,7.5899,EUR,8.197092000000001,458.pdf,False,True,"[{'description': 'Design work', 'amount': 100.22}, {'description': 'Quarterly maintenance', 'amount': 3847.0}, {'description': 'Quarterly maintenance', 'amount': 1796.92}, {'description': 'Data subscription', 'amount': 230.72}]"
INV-5820,Globex Llc,2026-05-08,13.22246,EUR,14.2802568,459.pdf,False,True,"[{'description': 'Freight and Shipping', 'amount': 4.64532}, {'description': 'Data Subscription', 'amount': 777.54}, {'description': 'Annual Software License', 'amount': 284.9}]"
INV-16257,Wayne Enterprises Ltd,2026-07-24,11617.14,USD,11617.14,46.pdf,False,True,"[{'description': 'Design work', 'amount': 6256.91}, {'description': 'Cloud hosting', 'amount': 561.0}, {'description': 'Design work', 'amount': 2327.43}, {'description': 'Security audit', 'amount': 2431.8}]"
INV-16301,Tyrell Corp,2025-04-16,8226.03,EUR,8884.112400000002,461.pdf,False,True,"[{'description': 'System installation', 'amount': 3464.34}, {'description': 'Spare parts', 'amount': 638.32}, {'description': 'Design work', 'amount': 197.0}, {'description': 'Annual software license', 'amount': 996.0}, {'description': 'Design work', 'amount': 1664.96}]"
INV-17992,Bluth Company,2025-01-21,9115.59,GBP,11576.7993,463.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 336.47}, {'description': 'Onsite Training', 'amount': 1608.38}, {'description': 'Consulting Hours', 'amount': 3708.43}]"
INV-54484,Aperture Labs,2026-11-02,1090.58,INR,13.08696,464.pdf,False,True,"[{'description': 'License Renewal', 'amount': 240.98}, {'description': 'Cloud Hosting', 'amount': 667.84}]"
INV/1250,Wayne Enterprises Ltd,2025-09-19,4992.26,USD,4992.26,465.pdf,False,,"[{'description': 'Data Subscription', 'amount': 1996.44}, {'description': 'Consulting Hours', 'amount': 387.53}, {'description': 'Onsite Training', 'amount': 2608.29}]"
INV-82540,Acme Corp,2025-05-02,11668.18,EUR,12601.6344,466.pdf,False,True,"[{'description': 'System Installation', 'amount': 507.68}, {'description': 'License Renewal', 'amount': 740.33}, {'description': 'Cloud Hosting', 'amount': 94.44}]"
INV-61175,Black Mesa Supplies,2025-02-05,2383.73,INR,28.604760000000002,467.pdf,False,,"[{'description': 'Consulting Hours', 'amount': 589.95}, {'description': 'Data Subscription', 'amount': 1793.78}]"
INV-74238,Oscorp Industries,2026-02-21,9609.81,INR,115.31772,468.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 490.85}, {'description': 'Consulting Hours', 'amount': 9078.96}]"
INV-87063,Cyberdyne Systems,"Dec 16, 2026",17.41643,EUR,18.8097444,47.pdf,False,True,"[{'description': 'Security Audit', 'amount': 7.69164}, {'description': 'Cloud Hosting', 'amount': 1.58924}, {'description': 'Quarterly Maintenance', 'amount': 1.09404}, {'description': 'Annual Software License', 'amount': 3.7909}, {'description': 'Server Hardware', 'amount': 347.87}]"
INV-49439,Tyrell Corp,2026-08-23,28159.37,EUR,30412.1196,471.pdf,False,True,"[{'description': 'Data Subscription', 'amount': 7136.8}, {'description': 'Freight and Shipping', 'amount': 7345.44}, {'description': 'Consulting Hours', 'amount': 876.87}, {'description': 'Cloud Hosting', 'amount': 6711.6}, {'description': 'System Installation', 'amount': 1793.16}]"
INV. Account for remittance AC3250339,Cyberdyne Systems,"Jun 5, 2026",13.3288,EUR,14.395104,472.pdf,False,True,"[{'description': 'Onsite training', 'amount': 6.6033}, {'description': 'Freight and shipping', 'amount': 2.7255}]"
INV/59993,Wonka Industries,2026-05-09,7149.91,USD,7149.91,473.pdf,False,,"[{'description': 'System Installation', 'amount': 2980.39}, {'description': 'License Renewal', 'amount': 2633.16}, {'description': 'Onsite Training', 'amount': 1536.36}]"
INV. Account for remittance AC6138455,Black Mesa Supplies,2025-09-01,7566.26,INR,90.79512000000001,474.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 598.5}, {'description': 'Freight and Shipping', 'amount': 5792.4}]"
INV-32036,Cyberdyne Systems,2025-02-06,4916.12,INR,58.99344,475.pdf,False,,"[{'description': 'Data Subscription', 'amount': 385.92}, {'description': 'Freight and Shipping', 'amount': 1115.64}, {'description': 'Spare Parts', 'amount': 408.4}, {'description': 'Onsite Training', 'amount': 174.71}, {'description': 'Onsite Training', 'amount': 2831.45}]"
INV-60639,Soylent Corp,2025-10-22,11111.27,EUR,12000.171600000001,476.pdf,False,True,"[{'description': 'Design work', 'amount': 75800.0}, {'description': 'Spare parts', 'amount': 127314.0}, {'description': 'License renewal', 'amount': 72789.2}, {'description': 'Consulting hours', 'amount': 25373.0}]"
INV-4956,Stark Industries Llc,2025-08-07,6646.19,GBP,8440.6613,477.pdf,False,,"[{'description': 'Annual Software License', 'amount': 507.85}, {'description': 'Annual Software License', 'amount': 553.44}, {'description': 'Server Hardware', 'amount': 829.4}, {'description': 'Server Hardware', 'amount': 3202.08}, {'description': 'Consulting Hours', 'amount': 1553.42}]"
INV-2026/44419,Oscorp Industries,2026-07-27,11.88129,EUR,12.8317932,479.pdf,False,True,"[{'description': 'License Renewal', 'amount': 1.80859}, {'description': 'Cloud Hosting', 'amount': 2.4088}, {'description': 'Annual Software License', 'amount': 658.84}, {'description': 'Quarterly Maintenance', 'amount': 1.44397}]"
INV.11010,Aperture Labs,2025-09-22,22758.91,GBP,28903.8157,480.pdf,False,,"[{'description': 'Data Subscription', 'amount': 1774.48}, {'description': 'Onsite Training', 'amount': 2545.02}, {'description': 'Server Hardware', 'amount': 4181.21}, {'description': 'Onsite Training', 'amount': 6468.0}, {'description': 'Security Audit', 'amount': 7790.2}]"
INV. Account for remittance AC2084529,Gekko And Co,13.11.2026,13452.0,INR,161.424,481.pdf,False,,"[{'description': 'Premium Support Plan', 'amount': 773.92}, {'description': 'Cloud Hosting', 'amount': 1207.74}, {'description': 'Server Hardware', 'amount': 6214.67}, {'description': 'Premium Support Plan', 'amount': 5255.67}]"
INV-51292,Vandelay Industries,03.11.2025,4257.29,INR,51.08748,482.pdf,False,,"[{'description': 'Quarterly maintenance', 'amount': 551.67}, {'description': 'Spare parts', 'amount': 1311.62}, {'description': 'License renewal', 'amount': 2031.12}, {'description': 'Data subscription', 'amount': 362.88}]"
INV-54280,Cyberdyne Systems,"Mar 12, 2025",7.462,EUR,8.05896,484.pdf,False,,"[{'description': 'Quarterly maintenance', 'amount': 2.93293}, {'description': 'System installation', 'amount': 4.529}]"
INV-2026-61968,Stark Industries Llc,2025-06-24,10.0,INR,0.12,485.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 7780.32}, {'description': 'System installation', 'amount': 6275.71}, {'description': 'Premium support plan', 'amount': 684.35}, {'description': 'Annual software license', 'amount': 6216.48}, {'description': 'Cloud hosting', 'amount': 5775.21}]"
2026/INV/72139,Initech Inc,2026-03-24,9405.14,GBP,11944.5278,486.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 853.88}, {'description': 'License Renewal', 'amount': 7680.36}]"
INV-91084,Black Mesa Supplies,2025-03-17,23404.63,GBP,29723.880100000002,487.pdf,False,,"[{'description': 'Design work', 'amount': 9658.92}, {'description': 'Onsite training', 'amount': 2232.45}, {'description': 'Consulting hours', 'amount': 1340.02}, {'description': 'Consulting hours', 'amount': 10173.24}]"
90349/INV.,Soylent Corp,2026-02-06,4937.11,USD,4937.11,488.pdf,False,True,"[{'description': 'Design work', 'amount': 2854.68}, {'description': 'Freight and shipping', 'amount': 1259.58}]"
INV-59643,Pied Piper Llc,2026-09-23,17625.27,INR,211.50324,489.pdf,False,True,"[{'description': 'Freight and Shipping', 'amount': 3812.64}, {'description': 'Annual Software License', 'amount': 324.75}, {'description': 'Security Audit', 'amount': 10799.28}]"
INV/2480,Gekko And Co,16.11.2025,9956.48,GBP,12644.729599999999,49.pdf,False,True,"[{'description': 'Security Audit', 'amount': 6769.0}, {'description': 'Design Work', 'amount': 2007.7}, {'description': 'Spare Parts', 'amount': 251.92}]"
32626-INV,Tyrell Corp,2026-06-24,8900.91,GBP,11304.1557,490.pdf,False,True,"[{'description': 'Server Hardware', 'amount': 8241.58}, {'description': 'Consulting Hours', 'amount': 6025.04}, {'description': 'Annual Software License', 'amount': 870.54}]"
INV-27595,Oscorp Industries,2026-04-04,17152.82,USD,17152.82,491.pdf,False,,"[{'description': 'Cloud Hosting', 'amount': 818.96}, {'description': 'Premium Support Plan', 'amount': 2842.02}, {'description': 'Spare Parts', 'amount': 5525.28}, {'description': 'Annual Software License', 'amount': 4980.99}, {'description': 'Consulting Hours', 'amount': 2985.57}]"
INV-26285,Tyrell Corp,2025-01-15,401.34,EUR,433.4472,493.pdf,False,,"[{'description': 'Spare parts', 'amount': 315.9}, {'description': 'Server hardware', 'amount': 85.44}]"
,Umbrella Corporation Inc,,278.0,INR,3.336,494.pdf,False,,[]
35693-INV,Cyberdyne Systems,2026-04-19,10993.58,INR,131.92296,495.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 3971.4}, {'description': 'System Installation', 'amount': 4396.56}, {'description': 'Cloud Hosting', 'amount': 625.62}]"
INV. 79166/INV.,Wonka Industries,2025-04-19,10793.96,USD,10793.96,496.pdf,False,,"[{'description': 'License Renewal', 'amount': 4764.12}, {'description': 'Onsite Training', 'amount': 3142.64}, {'description': 'Server Hardware', 'amount': 2887.2}]"
INV-53099,Cyberdyne Systems,2025-11-02,14033.25,GBP,17822.2275,497.pdf,False,,"[{'description': 'Data Subscription', 'amount': 5548.2}, {'description': 'Annual Software License', 'amount': 1270.92}, {'description': 'Security Audit', 'amount': 6370.56}, {'description': 'Spare Parts', 'amount': 843.57}]"
15224-INV,Wonka Industries,2025-08-09,4422.22,USD,4422.22,498.pdf,False,,"[{'description': 'Onsite training', 'amount': 3419.5}, {'description': 'Cloud hosting', 'amount': 1002.72}]"
INV-1360,Wayne Enterprises Ltd,2025-11-05,6652.97,EUR,7185.207600000001,499.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 1498.28}, {'description': 'Consulting hours', 'amount': 758.74}, {'description': 'Consulting hours', 'amount': 548.74}, {'description': 'Premium support plan', 'amount': 1394.4}, {'description': 'System installation', 'amount': 1826.01}]"
INV-66829,Wayne Enterprises Ltd,2025-04-18,19.4149,EUR,20.968092000000002,5.pdf,False,True,"[{'description': 'License renewal', 'amount': 319.29}, {'description': 'Freight and shipping', 'amount': 327.65}, {'description': 'Security audit', 'amount': 499.98}, {'description': 'License renewal', 'amount': 354.57}, {'description': 'Annual software license', 'amount': 468.56}]"
INV. 78983/INV.,Wayne Enterprises Ltd,2026-09-21,14.57716,EUR,15.743332800000001,50.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 163.34}, {'description': 'Premium Support Plan', 'amount': 359.34}, {'description': 'Onsite Training', 'amount': 737.97}, {'description': 'Freight and Shipping', 'amount': 244.62}, {'description': 'Spare Parts', 'amount': 705.8}]"
,Pied Piper Llc,2026-09-17,532.58,INR,6.390960000000001,500.pdf,False,,[]
INV-66272,Stark Industries Llc,"Jun 1, 2026",6413.32,GBP,8144.9164,502.pdf,False,,"[{'description': 'Server Hardware', 'amount': 5385.51}, {'description': 'Onsite Training', 'amount': 1027.81}]"
76802-INV,Vandelay Industries,2025-11-03,1.47144,EUR,1.5891552000000002,504.pdf,False,True,"[{'description': 'System installation', 'amount': 183.93}, {'description': 'License renewal', 'amount': 600.19}, {'description': 'System installation', 'amount': 222.15}, {'description': 'Consulting hours', 'amount': 95.67}, {'description': 'Spare parts', 'amount': 392.27}]"
INV/63906,Wayne Enterprises Ltd,2026-12-28,15569.7,INR,186.83640000000003,505.pdf,False,True,"[{'description': 'License Renewal', 'amount': 516.82}, {'description': 'Server Hardware', 'amount': 2025.57}, {'description': 'Cloud Hosting', 'amount': 1417.3}, {'description': 'Security Audit', 'amount': 1896.02}, {'description': 'Security Audit', 'amount': 7119.04}]"
INV-2026/65506,Tyrell Corp,"Aug 4, 2026",22454.8,USD,22454.8,507.pdf,False,True,"[{'description': 'Onsite training', 'amount': 1074.12}, {'description': 'Server hardware', 'amount': 1547.04}, {'description': 'Cloud hosting', 'amount': 8385.19}, {'description': 'Server hardware', 'amount': 3802.92}, {'description': 'Premium support plan', 'amount': 5982.21}]"
INV-3647,Pied Piper Llc,2026-09-26,15197.17,GBP,19300.4059,508.pdf,False,,"[{'description': 'Premium Support Plan', 'amount': 3092.2}, {'description': 'Cloud Hosting', 'amount': 1528.85}, {'description': 'Quarterly Maintenance', 'amount': 1261.04}, {'description': 'Onsite Training', 'amount': 3808.2}, {'description': 'Onsite Training', 'amount': 5506.88}]"
INV-16905,Nakatomi Trading,03.01.2025,2411.62,GBP,3062.7574,509.pdf,False,True,"[{'description': 'Consulting hours', 'amount': 762.48}, {'description': 'Data subscription', 'amount': 1060.0}, {'description': 'Consulting hours', 'amount': 576.64}]"
INV. Account for remittance AC4776540,Initech Inc,02.11.2025,20741.43,USD,20741.43,51.pdf,False,,"[{'description': 'Annual Software License', 'amount': 2689.89}, {'description': 'Data Subscription', 'amount': 5432.6}, {'description': 'Premium Support Plan', 'amount': 4486.68}, {'description': 'Cloud Hosting', 'amount': 7163.53}, {'description': 'Premium Support Plan', 'amount': 968.73}]"
INV-5423,Aperture Labs,2025-04-25,10551.45,INR,126.61740000000002,511.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 4747.36}, {'description': 'Premium Support Plan', 'amount': 2924.4}, {'description': 'Server Hardware', 'amount': 2061.06}]"
INV-19448,Soylent Corp,15.04.2025,4335.03,INR,52.02036,512.pdf,False,True,"[{'description': 'Premium Support Plan', 'amount': 337.66}, {'description': 'Security Audit', 'amount': 330.22}]"
56005/INV. Account for remittance AC8116427,Vandelay Industries,2025-07-12,3374.76,GBP,4285.9452,513.pdf,False,True,"[{'description': 'Data Subscription', 'amount': 2374.95}, {'description': 'Security Audit', 'amount': 839.11}]"
INV-48904,Acme Corp,2026-09-21,1.0,USD,1.0,514.pdf,False,True,"[{'description': 'Design work', 'amount': 1735.79}, {'description': 'Premium support plan', 'amount': 681.3}, {'description': 'System installation', 'amount': 518.0}]"
82370-INV,Wonka Industries,2025-05-08,4363.71,GBP,5541.911700000001,515.pdf,False,True,"[{'description': 'Security Audit', 'amount': 1141.88}, {'description': 'Consulting Hours', 'amount': 2008.09}, {'description': 'Premium Support Plan', 'amount': 1213.74}, {'description': 'Subtotal', 'amount': 4363.71}]"
INV.23554,Acme Corp,19.03.2026,18199.13,GBP,23112.8951,516.pdf,False,,"[{'description': 'Freight and Shipping', 'amount': 4230.3}, {'description': 'Freight and Shipping', 'amount': 4648.44}, {'description': 'Quarterly Maintenance', 'amount': 2185.89}, {'description': 'Quarterly Maintenance', 'amount': 2592.76}, {'description': 'Server Hardware', 'amount': 4541.74}]"
INV-30553,Acme Corp,2026-08-12,12516.03,USD,12516.03,517.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 1872.5}, {'description': 'Annual Software License', 'amount': 4532.4}, {'description': 'Security Audit', 'amount': 5160.87}]"
INV-67602,Hooli Inc,"Apr 14, 2025",13382.94,GBP,16996.3338,519.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 606.72}, {'description': 'Freight and Shipping', 'amount': 1487.96}, {'description': 'Freight and Shipping', 'amount': 2460.78}, {'description': 'Quarterly Maintenance', 'amount': 7699.68}, {'description': 'Security Audit', 'amount': 1127.8}, {'description': 'Annual Software License', 'amount': 1338.29}, {'description': 'Tax', 'amount': 1338.29}, {'description': 'Shipping', 'amount': 25.0}]"
INV-96536,Gekko And Co,2026-07-16,32112.47,INR,385.34964,520.pdf,False,True,"[{'description': 'License Renewal', 'amount': 9808.48}, {'description': 'Spare Parts', 'amount': 773.1}, {'description': 'License Renewal', 'amount': 10459.44}, {'description': 'Quarterly Maintenance', 'amount': 8408.7}, {'description': 'Premium Support Plan', 'amount': 2662.75}, {'description': 'Subtotal', 'amount': 32112.47}]"
INV-99929,Vandelay Industries,2026-01-14,13297.79,EUR,14361.613200000002,522.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 3277.8}, {'description': 'System Installation', 'amount': 5163.12}, {'description': 'Onsite Training', 'amount': 253.8}, {'description': 'Annual Software License', 'amount': 2353.44}]"
INV.14308,Gekko And Co,2026-11-27,10069.92,GBP,12788.7984,523.pdf,False,,"[{'description': 'Annual Software License', 'amount': 6037.36}, {'description': 'Design Work', 'amount': 4032.56}]"
INV/23801,Oscorp Industries,2025-10-15,7.94144,EUR,8.576755200000001,524.pdf,False,True,"[{'description': 'Design work', 'amount': 464.61}, {'description': 'Spare parts', 'amount': 1209.23}, {'description': 'Design work', 'amount': 338.2}]"
INV-18349,Wayne Enterprises Ltd,2025-07-21,15764.43,USD,15764.43,53.pdf,False,,"[{'description': 'Server Hardware', 'amount': 4178.97}, {'description': 'Cloud Hosting', 'amount': 2433.24}, {'description': 'Annual Software License', 'amount': 9152.22}]"
INV. Account for remittance AC7048965,Wayne Enterprises Ltd,2026-01-16,14285.77,USD,14285.77,54.pdf,False,True,"[{'description': 'Onsite training', 'amount': 5900.52}, {'description': 'Data subscription', 'amount': 392.84}, {'description': 'Cloud hosting', 'amount': 633.0}, {'description': 'Annual software license', 'amount': 1456.64}, {'description': 'License renewal', 'amount': 4592.7}]"
INV-62686,Massive Dynamic,2026-01-14,4812.95,USD,4812.95,55.pdf,False,,"[{'description': 'System installation', 'amount': 1627.71}, {'description': 'Spare parts', 'amount': 366.45}, {'description': 'System installation', 'amount': 2294.34}, {'description': 'Server hardware', 'amount': 524.45}]"
INV-15140,Aperture Labs,2026-09-14,12145.2,INR,145.7424,56.pdf,False,True,"[{'description': 'Consulting Hours', 'amount': 2769.1}, {'description': 'Data Subscription', 'amount': 854.04}, {'description': 'Freight and Shipping', 'amount': 2962.4}, {'description': 'Spare Parts', 'amount': 3514.63}]"
INV-58963,Globex Llc,2025-01-11,11202.78,GBP,14227.530600000002,57.pdf,False,,"[{'description': 'Spare Parts', 'amount': 458.55}, {'description': 'License Renewal', 'amount': 7227.48}, {'description': 'Premium Support Plan', 'amount': 3516.75}]"
INV-69721,Initech Inc,07.09.2025,9746.13,EUR,10525.8204,58.pdf,False,True,"[{'description': 'System installation', 'amount': 1150.35}, {'description': 'Data subscription', 'amount': 1815.24}, {'description': 'Annual software license', 'amount': 375.58}, {'description': 'Freight and shipping', 'amount': 2482.76}, {'description': 'Quarterly maintenance', 'amount': 3.922}, {'description': 'Subtotal', 'amount': 9746.13}, {'description': 'Tax', 'amount': 487.31}, {'description': 'Remittance', 'amount': 10233.44}]"
INV-71740,Black Mesa Supplies,2026-05-01,18796.05,GBP,23870.9835,59.pdf,False,,"[{'description': 'Premium support plan', 'amount': 6434.72}, {'description': 'Security audit', 'amount': 3672.72}, {'description': 'Security audit', 'amount': 6672.56}, {'description': 'License renewal', 'amount': 1574.98}, {'description': 'Server hardware', 'amount': 441.07}]"
INV-89226,Globex Llc,2025-01-15,11420.47,USD,11420.47,6.pdf,False,True,"[{'description': 'Design work', 'amount': 1011.0}, {'description': 'Freight and shipping', 'amount': 1783.8}, {'description': 'Freight and shipping', 'amount': 326.42}, {'description': 'Data subscription', 'amount': 7717.32}]"
INV.39502/INV.,Pied Piper Llc,"Sep 15, 2026",7988.0,INR,95.85600000000001,60.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 5912.83}, {'description': 'Data Subscription', 'amount': 561.51}, {'description': 'Cloud Hosting', 'amount': 921.96}]"
INV-2480,Gekko And Co,2025-11-16,9956.48,GBP,12644.729599999999,61.pdf,False,True,"[{'description': 'Security Audit', 'amount': 6769.0}, {'description': 'Design Work', 'amount': 2007.7}, {'description': 'Spare Parts', 'amount': 251.92}]"
INV-39713,Hooli Inc,2025-03-07,4173.9,GBP,5300.853,62.pdf,False,True,"[{'description': 'Security Audit', 'amount': 3494.48}, {'description': 'Onsite Training', 'amount': 370.24}]"
INV-86922,Aperture Labs,09.11.2026,7633.49,INR,91.60188,63.pdf,False,True,"[{'description': 'Security Audit', 'amount': 516.39}, {'description': 'Cloud Hosting', 'amount': 1623.1}, {'description': 'Cloud Hosting', 'amount': 3386.88}, {'description': 'Annual Software License', 'amount': 1541.68}]"
INV-27244,Bluth Company,02.02.2025,10429.92,EUR,11264.313600000001,64.pdf,False,,"[{'description': 'Server hardware', 'amount': 7915.2}, {'description': 'Freight and shipping', 'amount': 2514.72}]"
INV-37296,Gekko And Co,2026-06-14,6155.09,GBP,7816.964300000001,65.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 1767.36}, {'description': 'Annual software license', 'amount': 271.26}, {'description': 'Spare parts', 'amount': 818.45}, {'description': 'Security audit', 'amount': 2359.11}]"
INV/71071,Nakatomi Trading,2026-12-07,17176.71,USD,17176.71,66.pdf,False,,"[{'description': 'Onsite training', 'amount': 7577.46}, {'description': 'Data subscription', 'amount': 5129.37}, {'description': 'Server hardware', 'amount': 1906.44}, {'description': 'Consulting hours', 'amount': 2563.44}]"
INV-67937,Aperture Labs,2026-10-17,12977.2,INR,155.7264,69.pdf,False,,"[{'description': 'Premium Support Plan', 'amount': 7018.11}, {'description': 'Freight and Shipping', 'amount': 5088.65}, {'description': 'Annual Software License', 'amount': 870.44}]"
INV. Account for remittance AC4023702,Nakatomi Trading,2025-08-03,13280.26,GBP,16865.9302,70.pdf,False,True,"[{'description': 'Design work', 'amount': 2962.1}, {'description': 'Onsite training', 'amount': 942.9}, {'description': 'Freight and shipping', 'amount': 5377.4}, {'description': 'Data subscription', 'amount': 1784.48}]"
INV-34541,Black Mesa Supplies,12.03.2026,18842.52,EUR,20349.9216,71.pdf,False,,"[{'description': 'Spare Parts', 'amount': 2863.62}, {'description': 'Cloud Hosting', 'amount': 9461.52}, {'description': 'Quarterly Maintenance', 'amount': 1182.32}, {'description': 'Security Audit', 'amount': 2759.52}, {'description': 'Security Audit', 'amount': 2575.54}]"
INV-22190,Cyberdyne Systems,2025-11-10,5304.39,USD,5304.39,72.pdf,False,True,"[{'description': 'Data Subscription', 'amount': 2639.6}, {'description': 'Freight and Shipping', 'amount': 1978.83}, {'description': 'Consulting Hours', 'amount': 685.96}, {'description': 'Document 2026/INV/9330', 'amount': 5304.39}]"
INV. 58915/INV.,Initech Inc,2025-03-05,4682.62,GBP,5946.9274,74.pdf,False,True,"[{'description': 'Design work', 'amount': 3102.54}, {'description': 'Quarterly maintenance', 'amount': 1555.08}]"
,Aperture Labs,,2.0,GBP,2.54,75.pdf,False,True,"[{'description': 'Data Subscription', 'amount': 2459.17}, {'description': 'Spare Parts', 'amount': 5986.08}]"
INV-50667,Nakatomi Trading,2025-07-11,7707.51,INR,92.49012,76.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 2213.07}, {'description': 'Server hardware', 'amount': 5494.44}, {'description': 'Subtotal', 'amount': 7707.51}, {'description': 'Tax', 'amount': 1387.35}, {'description': 'Shipping', 'amount': 12.5}]"
INV-36819,Black Mesa Supplies,2025-09-02,11.96626,EUR,12.9235608,78.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 6.13648}, {'description': 'Server hardware', 'amount': 4.80978}, {'description': 'Quarterly maintenance', 'amount': 438.27}]"
INV-7892,Gekko And Co,2025-06-18,11073.62,INR,132.88344,79.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 192.71}, {'description': 'Security audit', 'amount': 4909.8}, {'description': 'Spare parts', 'amount': 3398.88}, {'description': 'Design work', 'amount': 2044.91}]"
INV-93354,Bluth Company,2025-11-26,20506.61,INR,246.07932000000002,8.pdf,False,True,"[{'description': 'cloud hosting', 'amount': 5300.37}, {'description': 'on-site training', 'amount': 5770.82}, {'description': 'consulting hours', 'amount': 6307.29}]"
INV-27235,Oscorp Industries,2025-06-20,22.40195,EUR,24.194106,80.pdf,False,True,"[{'description': 'Onsite training', 'amount': 20705.51}, {'description': 'Spare parts', 'amount': 4009.94}, {'description': 'Premium support plan', 'amount': 8662.06}, {'description': 'Onsite training', 'amount': 8177.8}]"
INV-58279,Vandelay Industries,2026-04-07,3415.99,GBP,4338.3072999999995,81.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 157.06}, {'description': 'System Installation', 'amount': 406.19}, {'description': 'License Renewal', 'amount': 396.69}, {'description': 'Total', 'amount': 1190.07}]"
INV-51283,Initech Inc,2025-09-15,3405.33,INR,40.86396,82.pdf,False,,"[{'description': 'Design work', 'amount': 2499.68}, {'description': 'Freight and shipping', 'amount': 654.38}, {'description': 'System installation', 'amount': 251.27}]"
INV.32592,Acme Corp,2026-10-15,2885.29,INR,34.62348,85.pdf,False,True,"[{'description': 'License Renewal', 'amount': 2209.02}, {'description': 'Cloud Hosting', 'amount': 195.39}, {'description': 'Transfer Payment', 'amount': 2885.29}]"
INV-18028,Massive Dynamic,2026-01-16,17597.59,EUR,19005.397200000003,86.pdf,False,True,"[{'description': 'Spare parts', 'amount': 1357.78}, {'description': 'System installation', 'amount': 67403.0}, {'description': 'Annual software license', 'amount': 4586.6}, {'description': 'Security audit', 'amount': 6889.68}, {'description': 'System installation', 'amount': 4089.4}]"
